n650,3000,6500
trans_n650-n630,3000,6250
n650_n630,3000,6000
n630,3000,5900
n632,3000,4900
n6321,3000,3900
n671,3000,2900
n680,3000,1900
n633,4000,4000
n634,5000,4000
n692,4000,2000
n675,5000,2000
n645,2000,4000
n646,1000,4000
n684,2000,2000
n611,1000,2000
n652,2000,1000
xfmr_meter_632_A_1,2920,3800
trip_node_632_A_1,2920,3800
xfmr_meter_632_A_2,2920,3800
trip_node_632_A_2,2930,3800
xfmr_meter_632_A_3,2920,3800
trip_node_632_A_3,2940,3800
xfmr_meter_632_A_4,2920,3800
trip_node_632_A_4,2950,3800
xfmr_meter_632_A_5,2920,3800
trip_node_632_A_5,2960,3800
xfmr_meter_632_B_1,2920,3800
trip_node_632_B_1,2970,3800
xfmr_meter_632_B_2,2920,3800
trip_node_632_B_2,2980,3800
xfmr_meter_632_B_3,2920,3800
trip_node_632_B_3,2990,3800
xfmr_meter_632_B_4,2920,3800
trip_node_632_B_4,3000,3800
xfmr_meter_632_B_5,2920,3800
trip_node_632_B_5,3010,3800
xfmr_meter_632_C_1,2920,3800
trip_node_632_C_1,3020,3800
xfmr_meter_632_C_2,2920,3800
trip_node_632_C_2,3030,3800
xfmr_meter_632_C_3,2920,3800
trip_node_632_C_3,3040,3800
xfmr_meter_632_C_4,2920,3800
trip_node_632_C_4,3050,3800
xfmr_meter_632_C_5,2920,3800
trip_node_632_C_5,3060,3800
meter_632_A,2920,3800
meter_632_B,3000,3800
meter_632_C,3080,3800
xfmr_meter_671_A_1,2920,1800
trip_node_671_A_1,2920,1800
xfmr_meter_671_A_2,2920,1800
trip_node_671_A_2,2930,1800
xfmr_meter_671_A_3,2920,1800
trip_node_671_A_3,2940,1800
xfmr_meter_671_A_4,2920,1800
trip_node_671_A_4,2950,1800
xfmr_meter_671_A_5,2920,1800
trip_node_671_A_5,2960,1800
xfmr_meter_671_B_1,2920,1800
trip_node_671_B_1,2970,1800
xfmr_meter_671_B_2,2920,1800
trip_node_671_B_2,2980,1800
xfmr_meter_671_B_3,2920,1800
trip_node_671_B_3,2990,1800
xfmr_meter_671_B_4,2920,1800
trip_node_671_B_4,3000,1800
xfmr_meter_671_B_5,2920,1800
trip_node_671_B_5,3010,1800
xfmr_meter_671_C_1,2920,1800
trip_node_671_C_1,3020,1800
xfmr_meter_671_C_2,2920,1800
trip_node_671_C_2,3030,1800
xfmr_meter_671_C_3,2920,1800
trip_node_671_C_3,3040,1800
xfmr_meter_671_C_4,2920,1800
trip_node_671_C_4,3050,1800
xfmr_meter_671_C_5,2920,1800
trip_node_671_C_5,3060,1800
meter_671_A,2920,1800
meter_671_B,3000,1800
meter_671_C,3080,1800
xfmr_meter_680_A_1,2920,800
trip_node_680_A_1,2920,800
xfmr_meter_680_A_2,2920,800
trip_node_680_A_2,2930,800
xfmr_meter_680_A_3,2920,800
trip_node_680_A_3,2940,800
xfmr_meter_680_A_4,2920,800
trip_node_680_A_4,2950,800
xfmr_meter_680_A_5,2920,800
trip_node_680_A_5,2960,800
xfmr_meter_680_B_1,2920,800
trip_node_680_B_1,2970,800
xfmr_meter_680_B_2,2920,800
trip_node_680_B_2,2980,800
xfmr_meter_680_B_3,2920,800
trip_node_680_B_3,2990,800
xfmr_meter_680_B_4,2920,800
trip_node_680_B_4,3000,800
xfmr_meter_680_B_5,2920,800
trip_node_680_B_5,3010,800
xfmr_meter_680_C_1,2920,800
trip_node_680_C_1,3020,800
xfmr_meter_680_C_2,2920,800
trip_node_680_C_2,3030,800
xfmr_meter_680_C_3,2920,800
trip_node_680_C_3,3040,800
xfmr_meter_680_C_4,2920,800
trip_node_680_C_4,3050,800
xfmr_meter_680_C_5,2920,800
trip_node_680_C_5,3060,800
meter_680_A,2920,800
meter_680_B,3000,800
meter_680_C,3080,800
xfmr_meter_633_A_1,4080,3900
trip_node_633_A_1,4080,3900
xfmr_meter_633_A_2,4080,3900
trip_node_633_A_2,4090,3900
xfmr_meter_633_A_3,4080,3900
trip_node_633_A_3,4100,3900
xfmr_meter_633_A_4,4080,3900
trip_node_633_A_4,4110,3900
xfmr_meter_633_A_5,4080,3900
trip_node_633_A_5,4120,3900
xfmr_meter_633_B_1,4080,3900
trip_node_633_B_1,4130,3900
xfmr_meter_633_B_2,4080,3900
trip_node_633_B_2,4140,3900
xfmr_meter_633_B_3,4080,3900
trip_node_633_B_3,4150,3900
xfmr_meter_633_B_4,4080,3900
trip_node_633_B_4,4160,3900
xfmr_meter_633_B_5,4080,3900
trip_node_633_B_5,4170,3900
xfmr_meter_633_C_1,4080,3900
trip_node_633_C_1,4180,3900
xfmr_meter_633_C_2,4080,3900
trip_node_633_C_2,4190,3900
xfmr_meter_633_C_3,4080,3900
trip_node_633_C_3,4200,3900
xfmr_meter_633_C_4,4080,3900
trip_node_633_C_4,4210,3900
xfmr_meter_633_C_5,4080,3900
trip_node_633_C_5,4220,3900
meter_633_A,4080,3900
meter_633_B,4160,3900
meter_633_C,4240,3900
xfmr_meter_692_A_1,3920,1900
trip_node_692_A_1,3920,1900
xfmr_meter_692_A_2,3920,1900
trip_node_692_A_2,3930,1900
xfmr_meter_692_A_3,3920,1900
trip_node_692_A_3,3940,1900
xfmr_meter_692_A_4,3920,1900
trip_node_692_A_4,3950,1900
xfmr_meter_692_A_5,3920,1900
trip_node_692_A_5,3960,1900
xfmr_meter_692_B_1,3920,1900
trip_node_692_B_1,3970,1900
xfmr_meter_692_B_2,3920,1900
trip_node_692_B_2,3980,1900
xfmr_meter_692_B_3,3920,1900
trip_node_692_B_3,3990,1900
xfmr_meter_692_B_4,3920,1900
trip_node_692_B_4,4000,1900
xfmr_meter_692_B_5,3920,1900
trip_node_692_B_5,4010,1900
xfmr_meter_692_C_1,3920,1900
trip_node_692_C_1,4020,1900
xfmr_meter_692_C_2,3920,1900
trip_node_692_C_2,4030,1900
xfmr_meter_692_C_3,3920,1900
trip_node_692_C_3,4040,1900
xfmr_meter_692_C_4,3920,1900
trip_node_692_C_4,4050,1900
xfmr_meter_692_C_5,3920,1900
trip_node_692_C_5,4060,1900
meter_692_A,3920,1900
meter_692_B,4000,1900
meter_692_C,4080,1900
xfmr_meter_675_A_1,4920,1900
trip_node_675_A_1,4920,1900
xfmr_meter_675_A_2,4920,1900
trip_node_675_A_2,4930,1900
xfmr_meter_675_A_3,4920,1900
trip_node_675_A_3,4940,1900
xfmr_meter_675_A_4,4920,1900
trip_node_675_A_4,4950,1900
xfmr_meter_675_A_5,4920,1900
trip_node_675_A_5,4960,1900
xfmr_meter_675_B_1,4920,1900
trip_node_675_B_1,4970,1900
xfmr_meter_675_B_2,4920,1900
trip_node_675_B_2,4980,1900
xfmr_meter_675_B_3,4920,1900
trip_node_675_B_3,4990,1900
xfmr_meter_675_B_4,4920,1900
trip_node_675_B_4,5000,1900
xfmr_meter_675_B_5,4920,1900
trip_node_675_B_5,5010,1900
xfmr_meter_675_C_1,4920,1900
trip_node_675_C_1,5020,1900
xfmr_meter_675_C_2,4920,1900
trip_node_675_C_2,5030,1900
xfmr_meter_675_C_3,4920,1900
trip_node_675_C_3,5040,1900
xfmr_meter_675_C_4,4920,1900
trip_node_675_C_4,5050,1900
xfmr_meter_675_C_5,4920,1900
trip_node_675_C_5,5060,1900
meter_675_A,4920,1900
meter_675_B,5000,1900
meter_675_C,5080,1900
xfmr_meter_645_B_1,2100,3900
trip_node_645_B_1,2100,3900
xfmr_meter_645_B_2,2100,3900
trip_node_645_B_2,2090,3900
xfmr_meter_645_B_3,2100,3900
trip_node_645_B_3,2080,3900
xfmr_meter_645_B_4,2100,3900
trip_node_645_B_4,2070,3900
xfmr_meter_645_B_5,2100,3900
trip_node_645_B_5,2060,3900
xfmr_meter_645_C_1,2100,3900
trip_node_645_C_1,2050,3900
xfmr_meter_645_C_2,2100,3900
trip_node_645_C_2,2040,3900
xfmr_meter_645_C_3,2100,3900
trip_node_645_C_3,2030,3900
xfmr_meter_645_C_4,2100,3900
trip_node_645_C_4,2020,3900
xfmr_meter_645_C_5,2100,3900
trip_node_645_C_5,2010,3900
meter_645_B,2100,3900
meter_645_C,2020,3900
xfmr_meter_684_C_1,2100,1900
trip_node_684_C_1,2100,1900
xfmr_meter_684_C_2,2100,1900
trip_node_684_C_2,2090,1900
xfmr_meter_684_C_3,2100,1900
trip_node_684_C_3,2080,1900
xfmr_meter_684_C_4,2100,1900
trip_node_684_C_4,2070,1900
xfmr_meter_684_C_5,2100,1900
trip_node_684_C_5,2060,1900
xfmr_meter_684_A_1,2100,1900
trip_node_684_A_1,2050,1900
xfmr_meter_684_A_2,2100,1900
trip_node_684_A_2,2040,1900
xfmr_meter_684_A_3,2100,1900
trip_node_684_A_3,2030,1900
xfmr_meter_684_A_4,2100,1900
trip_node_684_A_4,2020,1900
xfmr_meter_684_A_5,2100,1900
trip_node_684_A_5,2010,1900
meter_684_A,2100,1900
meter_684_C,2020,1900
xfmr_meter_611_C_1,1100,1900
trip_node_611_C_1,1100,1900
xfmr_meter_611_C_2,1100,1900
trip_node_611_C_2,1090,1900
xfmr_meter_611_C_3,1100,1900
trip_node_611_C_3,1080,1900
xfmr_meter_611_C_4,1100,1900
trip_node_611_C_4,1070,1900
xfmr_meter_611_C_5,1100,1900
trip_node_611_C_5,1060,1900
meter_611_C,1100,1900
xfmr_meter_652_A_1,2000,900
trip_node_652_A_1,2000,900
xfmr_meter_652_A_2,2000,900
trip_node_652_A_2,1990,900
xfmr_meter_652_A_3,2000,900
trip_node_652_A_3,1980,900
xfmr_meter_652_A_4,2000,900
trip_node_652_A_4,1970,900
xfmr_meter_652_A_5,2000,900
trip_node_652_A_5,1960,900
meter_652_A,2000,900
